Scheme name	Locus tag	Description
cgMLST V2	STMMW_11851 (flgE)	flagellar hook protein FlgE
cgMLST V2	STMMW_41071 (rpoC)	DNA-directed RNA polymerase subunit beta'
cgMLST V2	STMMW_12391 (ycfD)	50S ribosomal protein L16 arginine hydroxylase
cgMLST V2	STMMW_44641 (yjiO)	multidrug transporter
cgMLST V2	STMMW_33581 (argR)	arginine repressor
cgMLST V2	STMMW_32981 (greA)	transcription elongation factor GreA
cgMLST V2	STMMW_19411 (fliS)	flagellar protein FliS
cgMLST V2	STMMW_19141 (ftnB)	ferritin
cgMLST V2	STMMW_08081 (nadA)	"quinolinate synthetase complex, A subunit"
cgMLST V2	STMMW_14431 (sodCb)	Superoxide dismutase [Cu-Zn] 2
cgMLST V2	STMMW_36401	Putative periplasmic or exported protein
cgMLST V2	STMMW_12821 (yaoF)	hemolysin
cgMLST V2	STMMW_07651 (ybfA)	putative exported protein
cgMLST V2	STMMW_07301 (gltI)	"ABC superfamily (bind_prot), glutamate/aspartate transporter"
cgMLST V2	STMMW_11141 (hpaF)	5-carboxymethyl-2-hydroxymuconate isomerase
cgMLST V2	STMMW_22941 (rcsB)	DNA-binding response regulator
cgMLST V2	STMMW_22412 (yeiW)	protein YeiW
cgMLST V2	STMMW_05651 (ybaK)	aminoacyl-tRNA deacylase
cgMLST V2	STMMW_23091 (glpB)	anaerobic glycerol-3-phosphate dehydrogenase subunit B
cgMLST V2	STMMW_08551 (moaB)	molybdenum cofactor biosynthesis protein B
cgMLST V2	STMMW_09681 (cydC)	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
cgMLST V2	STMMW_09931 (himD)	integration host factor subunit beta
cgMLST V2	STMMW_38251 (rnpA)	ribonuclease P protein component
cgMLST V2	STMMW_23891 (dedA)	DedA protein (dsg-1 protein)
cgMLST V2	STMMW_04871 (ribH)	"6,7-dimethyl-8-ribityllumazine synthase"
cgMLST V2	STMMW_04301 (cydA)	cytochrome D ubiquinol oxidase subunit I CydA
cgMLST V2	STMMW_08881 (ybiS)	"L,D-transpeptidase"
cgMLST V2	STMMW_24321 (mntH)	divalent metal cation transporter
cgMLST V2	STMMW_40931 (trmA)	tRNA (uridine(54)-C5)-methyltransferase TrmA
cgMLST V2	STMMW_43001 (yjeS)	tRNA epoxyqueuosine(34) reductase QueG
cgMLST V2	STMMW_39321 (pldB)	lysophospholipase L2
cgMLST V2	STMMW_30271 (yggA)	arginine transporter
cgMLST V2	STMMW_26671 (ung)	uracil-DNA glycosylase
cgMLST V2	STMMW_05441 (ybaJ)	Hha toxicity attenuator
cgMLST V2	STMMW_39181 (dapF)	98% identity with E. coli diaminopimelate epimerase (DAPF) (SP:P08885)
cgMLST V2	STMMW_13161 (cho)	nucleotide excision repair endonuclease
cgMLST V2	STMMW_14391 (nemA)	alkene reductase
cgMLST V2	STMMW_00971 (surA)	peptidyl-prolyl cis-trans isomerase
cgMLST V2	STMMW_40201 (sodA)	superoxide dismutase [Mn]
cgMLST V2	STMMW_19621 (rcsA)	helix-turn-helix transcriptional regulator
cgMLST V2	STMMW_37051 (rfaY)	LPS core heptose(II) kinase RfaY
cgMLST V2	STMMW_13701 (ydiK)	inner membrane protein YdiK
cgMLST V2	STMMW_33001 (obgE)	Obg family GTPase CgtA
cgMLST V2	STMMW_36891 (secB)	protein-export protein SecB
cgMLST V2	STMMW_32751 (yhbV)	U32 family peptidase
cgMLST V2	STMMW_17661 (sirC)	transcriptional regulator
cgMLST V2	STMMW_44581 (iadA)	beta-aspartyl-peptidase
cgMLST V2	STMMW_16391 (ydbL)	putative conserved protein
cgMLST V2	STMMW_28511 (spaQ)	type III secretion system protein SpaQ
cgMLST V2	STMMW_38581 (gidA)	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme MnmG
cgMLST V2	STMMW_38271 (yidC)	insertase
cgMLST V2	STMMW_19081 (flhD)	Flagellar transcriptional regulator FlhD
cgMLST V2	STMMW_18971 (flhB)	"flagellar biosynthesis protein FlhB, partial"
cgMLST V2	STMMW_17131 (yciK)	YciK family oxidoreductase
cgMLST V2	STMMW_04461 (sbmA)	microcin B17 transporter
cgMLST V2	STMMW_11621 (yceE)	multidrug efflux transporter
cgMLST V2	STMMW_22771 (narP)	two-component system response regulator
cgMLST V2	STMMW_36091 (yhjQ)	cellulose biosynthesis protein BcsQ
cgMLST V2	STMMW_14921 (opuBD)	osmoprotectant import permease OsmW
cgMLST V2	STMMW_23421 (nuoJ)	NADH:ubiquinone oxidoreductase subunit J
cgMLST V2	STMMW_35541 (yhhK)	PanD maturation factor
cgMLST V2	STMMW_18281 (ftsI2)	peptidoglycan synthetase FtsI
cgMLST V2	STMMW_19201 (yecA)	hypothetical protein
cgMLST V2	STMMW_35701 (yhhS)	major facilitator superfamily transporter
cgMLST V2	STMMW_18751 (ruvB)	Holliday junction DNA helicase RuvB
cgMLST V2	STMMW_18021	hypothetical protein
cgMLST V2	STMMW_09211	transporter
cgMLST V2	STMMW_14661 (add)	adenosine deaminase
cgMLST V2	STMMW_05221 (hupB)	transcriptional regulator
cgMLST V2	STMMW_07511 (fur)	ferric uptake regulator
cgMLST V2	STMMW_02231 (tsf)	Translation elongation factor Ts
cgMLST V2	STMMW_34631 (ppiA)	peptidyl-prolyl cis-trans isomerase
cgMLST V2	STMMW_34141 (rplO)	50S ribosomal protein L15
cgMLST V2	STMMW_04401 (prpD)	2-methylcitrate dehydratase
cgMLST V2	STMMW_31041 (hybF)	hydrogenase nickel incorporation protein HybF
cgMLST V2	STMMW_31511	hypothetical protein
cgMLST V2	STMMW_30641 (yggV)	"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family"
cgMLST V2	STMMW_30391 (speB)	agmatinase
cgMLST V2	STMMW_29481 (ygdK)	CsdA-binding activator
cgMLST V2	STMMW_01211 (leuO)	putative transcriptional activator for LeuABCD operon
cgMLST V2	STMMW_27421 (iroD)	Trilactone hydrolase IroD
cgMLST V2	STMMW_27931 (mltB)	Membrane-bound lytic murein transglycosylase B precursor
cgMLST V2	STMMW_25681	nickel transporter
cgMLST V2	STMMW_21301 (wcaM)	colanic acid biosynthesis protein WcaM
cgMLST V2	STMMW_41891	UPF0337 protein yjbJ
cgMLST V2	STMMW_15031 (ynfB)	putative secreted protein
cgMLST V2	STMMW_12151 (ycfL)	membrane protein
cgMLST V2	STMMW_29151 (eno)	phosphopyruvate hydratase
cgMLST V2	STMMW_26881 (trmD)	tRNA (guanosine(37)-N1)-methyltransferase TrmD
cgMLST V2	STMMW_30021 (recJ)	single-stranded-DNA-specific exonuclease RecJ
cgMLST V2	STMMW_39041 (rffM)	UDP-N-acetyl-D-mannosaminuronic acid transferase
cgMLST V2	STMMW_33611 (yhcO)	barnase inhibitor
cgMLST V2	STMMW_27681 (ygaC)	Putative cytoplasmic protein
cgMLST V2	STMMW_38641 (kup)	potassium transporter Kup
cgMLST V2	STMMW_36391 (cspA)	cold-shock protein
cgMLST V2	STMMW_19161	lipoprotein
cgMLST V2	STMMW_18561 (yobA)	putative cation resistance protein
cgMLST V2	STMMW_14411 (ydhL)	oxidoreductase
cgMLST V2	STMMW_12841 (yeaO)	MarR family transcriptional regulator
cgMLST V2	STMMW_33211 (ptsN)	PTS sugar transporter subunit IIA
cgMLST V2	STMMW_07671 (ybgH)	POT proton-dependent oligopeptide transporter (PTR)
cgMLST V2	STMMW_23301 (menC)	o-succinylbenzoate synthase
cgMLST V2	STMMW_22431 (yeiR)	Putative GTPase
cgMLST V2	STMMW_32251 (ygjT)	"integral membrane protein TerC, partial"
cgMLST V2	STMMW_01851 (yadE)	polysaccharide deacetylase
cgMLST V2	STMMW_08531 (ybhK)	gluconeogenesis factor
cgMLST V2	STMMW_09911 (cmk)	cytidylate kinase
cgMLST V2	STMMW_42221 (cidA)	murein hydrolase regulator LrgA
cgMLST V2	STMMW_35151 (glpD)	Aerobic glycerol-3-phosphate dehydrogenase
cgMLST V2	STMMW_24301 (gpr)	glyceraldehyde 3-phosphate reductase
cgMLST V2	STMMW_24651	putative iron-dependent peroxidase
cgMLST V2	STMMW_04631 (yajF)	ROK family Glucokinase
cgMLST V2	STMMW_09001 (yliB)	glutathione ABC transporter substrate-binding protein GsiB
cgMLST V2	STMMW_43241 (yjfP)	esterase
cgMLST V2	STMMW_40911 (yijC)	DNA-binding transcriptional regulator FabR
cgMLST V2	STMMW_31701 (rpsU)	30S ribosomal protein S21
cgMLST V2	STMMW_31251 (dkgA)	"2,5-diketo-D-gluconic acid reductase A"
cgMLST V2	STMMW_43791 (yjgA)	transporter
cgMLST V2	STMMW_43061 (hfq)	RNA chaperone Hfq
cgMLST V2	STMMW_01661 (yacL)	putative cytoplasmic protein
cgMLST V2	STMMW_24871 (eutQ)	Ethanolamine utilization protein eutQ
cgMLST V2	STMMW_28141 (hycB)	formate hydrogenlyase
cgMLST V2	STMMW_13141 (astE)	succinylglutamate desuccinylase
cgMLST V2	STMMW_13491 (btuD)	vitamin B12-transporter ATPase
cgMLST V2	STMMW_28071 (hycI)	hydrogenase 3 maturation endopeptidase HyCI
cgMLST V2	STMMW_17391 (oppC)	peptide ABC transporter permease
cgMLST V2	STMMW_40261 (fieF)	divalent metal cation transporter FieF
cgMLST V2	STMMW_13721 (menI)	ydiI hotdog fold superfamily
cgMLST V2	STMMW_41791 (malK)	maltose/maltodextrin transport ATP-binding protein
cgMLST V2	STMMW_44561 (racD)	aspartate racemase
cgMLST V2	STMMW_39701 (glnL)	two-component system sensor histidine kinase NtrB
cgMLST V2	STMMW_28531 (spaO)	surface presentation of antigens protein (associated with type III secretion and virulence)
cgMLST V2	STMMW_33281 (yhcC)	TIGR01212 family radical SAM protein
cgMLST V2	STMMW_33931 (yrdB)	periplasmic protein
cgMLST V2	STMMW_41131 (thiG)	thiazole synthase
cgMLST V2	STMMW_18911 (yecM)	metalloprotein
cgMLST V2	STMMW_32881 (yhbC)	Ribosome maturation factor RimP
cgMLST V2	STMMW_12451 (ymfB)	Nudix-like NDP and NTP phosphohydrolase YmfB
cgMLST V2	STMMW_32731 (yhbT)	lipid carrier protein
cgMLST V2	STMMW_17641 (kdsA)	3-deoxy-8-phosphooctulonate synthase
cgMLST V2	STMMW_16511 (dbpA)	ATP-dependent RNA helicase DbpA
cgMLST V2	STMMW_39851 (yihS)	sulfoquinovose isomerase
cgMLST V2	STMMW_37961 (yidH)	membrane protein
cgMLST V2	STMMW_35831 (prlC)	oligopeptidase A
cgMLST V2	STMMW_08271 (galT)	galactose-1-phosphate uridylyltransferase
cgMLST V2	STMMW_18001	tellurite resistance protein B
cgMLST V2	STMMW_05201 (clpX)	ATP-dependent Clp protease ATP-binding subunit ClpX
cgMLST V2	STMMW_05751 (ybbO)	Putative NAD(P)-dependent oxidoreductase EC-YbbO
cgMLST V2	STMMW_17331 (yciI)	YciI-like protein
cgMLST V2	STMMW_09271 (ybjN)	YbjN sensory transduction regulator
cgMLST V2	STMMW_23441 (nuoH)	NADH-quinone oxidoreductase subunit H
cgMLST V2	STMMW_24461 (lig)	DNA ligase (NAD(+)) LigA
cgMLST V2	STMMW_28331 (prgK)	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein
cgMLST V2	STMMW_34611 (fic)	pot. cell division protein (fic); putative
cgMLST V2	STMMW_31061 (hybD)	hydrogenase 2 maturation endopeptidase
cgMLST V2	STMMW_40071	"toxin-antitoxin system, antitoxin component, Xre family"
cgMLST V2	STMMW_14271 (ssaU)	EscU/YscU/HrcU family type III secretion system export apparatus switch protein
cgMLST V2	STMMW_31391 (mdaB)	Modulator of drug activity B
cgMLST V2	STMMW_06581 (ybdA)	enterobactin exporter EntS
cgMLST V2	STMMW_43471 (cpdB)	"2',3'-cyclic-nucleotide 2'-phosphodiesterase"
cgMLST V2	STMMW_01581 (aceE)	"pyruvate dehydrogenase (acetyl-transferring), homodimeric type"
cgMLST V2	STMMW_01271 (ftsL)	cell division protein FtsL
cgMLST V2	STMMW_30621 (yggT)	resistance protein
cgMLST V2	STMMW_39281 (pldA)	detergent-resistant phospholipase A
cgMLST V2	STMMW_13801 (ynhA)	"cysteine desufuration protein SufE, partial"
cgMLST V2	STMMW_27911 (recA)	recombinase A
cgMLST V2	STMMW_37391 (yicJ)	sugar transporter
cgMLST V2	STMMW_12601	cytochrome b561
cgMLST V2	STMMW_39061 (hemY)	HemY
cgMLST V2	STMMW_29791 (kduD)	2-deoxy-D-gluconate 3-dehydrogenase
cgMLST V2	STMMW_33631 (yhcQ)	p-hydroxybenzoic acid efflux pump subunit AaeA
cgMLST V2	STMMW_38621 (yieM)	protoheme IX farnesyltransferase
cgMLST V2	STMMW_02611 (yafS)	SAM-dependent methyltransferase
cgMLST V2	STMMW_06051 (cysS)	cysteine--tRNA ligase
cgMLST V2	STMMW_06721 (dsbG)	disulfide isomerase/thiol-disulfide oxidase
cgMLST V2	STMMW_36371 (yiaF)	lipoprotein
cgMLST V2	STMMW_28941 (ftsB)	cell division protein FtsB
cgMLST V2	STMMW_28491 (spaS)	EscU/YscU/HrcU family type III secretion system export apparatus switch protein
cgMLST V2	STMMW_12861 (yeaM)	AraC family transcriptional regulator
cgMLST V2	STMMW_12862 (yeaL)	membrane protein
cgMLST V2	STMMW_14471 (slyA)	SlyA family transcriptional regulator
cgMLST V2	STMMW_36111 (yhjS)	protease
cgMLST V2	STMMW_09491 (hcr)	NADH oxidoreductase for hcp gene product
cgMLST V2	STMMW_23321 (yfbB)	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
cgMLST V2	STMMW_45221 (radA)	DNA repair protein RadA
cgMLST V2	STMMW_42021	Putative inner membrane protein
cgMLST V2	STMMW_42791 (groEL)	molecular chaperone GroEL
cgMLST V2	STMMW_22451 (spr)	"outer membrane lipoprotein, partial"
cgMLST V2	STMMW_32271 (yqjA)	membrane protein
cgMLST V2	STMMW_27001 (rnfH)	RnfH family protein
cgMLST V2	STMMW_09641	LysR family transcriptional regulator
cgMLST V2	STMMW_42241 (actP)	cation acetate symporter
cgMLST V2	STMMW_09391 (artQ)	polar amino acid ABC transporter inner membrane subunit
cgMLST V2	STMMW_23851 (cvpA)	colicin V production protein
cgMLST V2	STMMW_17921 (ldcA)	"L,D-carboxypeptidase A"
cgMLST V2	STMMW_23581	putative membrane protein
cgMLST V2	STMMW_35131 (glpG)	rhomboid family intramembrane serine protease GlpG
cgMLST V2	STMMW_04611 (yaiE)	DUF1255 Cytoplasmic protein YaiE
cgMLST V2	STMMW_11181 (hpaA)	4-hydroxyphenylacetate catabolism regulatory protein HpaA
cgMLST V2	STMMW_24671 (yfeZ)	membrane protein
cgMLST V2	STMMW_34841 (nudE)	ADP compounds hydrolase NudE
cgMLST V2	STMMW_25981 (lepB)	S26 family signal peptidase
cgMLST V2	STMMW_43261 (yjfR)	L-ascorbate-6-phosphate lactonase
cgMLST V2	STMMW_00051 (yaaJ)	amino acid sodium/proton transporter
cgMLST V2	STMMW_31721 (rpoD)	RNA polymerase sigma factor RpoD
cgMLST V2	STMMW_31231 (yqhC)	AraC family transcriptional regulator
cgMLST V2	STMMW_29781 (araE)	galactose-proton symporter galactose transporter
cgMLST V2	STMMW_34261 (rpsC)	30S ribosomal protein S3
cgMLST V2	STMMW_09021 (yliD)	glutathione ABC transporter permease GsiD
cgMLST V2	STMMW_05561 (recR)	recombination protein RecR
cgMLST V2	STMMW_26981 (recN)	recombinase
cgMLST V2	STMMW_01641 (acnB)	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
cgMLST V2	STMMW_26631 (srmB)	ATP-dependent RNA helicase SrmB
cgMLST V2	STMMW_24851 (eutD)	phosphate acetyltransferase
cgMLST V2	STMMW_06911 (citB)	two-component response regulator DpiA
cgMLST V2	STMMW_28161 (hypA)	hydrogenase nickel incorporation protein
cgMLST V2	STMMW_13121 (astD)	N-succinylglutamate 5-semialdehyde dehydrogenase
cgMLST V2	STMMW_25181 (ppk)	RNA degradosome polyphosphate kinase
cgMLST V2	STMMW_10831 (ompA)	outer membrane protien A
cgMLST V2	STMMW_39491 (yigC)	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
cgMLST V2	STMMW_40531 (yiiU)	septal ring assembly protein ZapB
cgMLST V2	STMMW_40241 (cpxR)	DNA-binding response regulator
cgMLST V2	STMMW_37761 (uhpT)	hexose phosphate transporter
cgMLST V2	STMMW_44091	C4-dicarboxylate ABC transporter
cgMLST V2	STMMW_39721	putative cytoplasmic protein
cgMLST V2	STMMW_17041 (yciS)	"inner membrane protein, partial"
cgMLST V2	STMMW_28551 (invI)	SpaM
cgMLST V2	STMMW_27581 (gabD)	NAD-dependent succinate-semialdehyde dehydrogenase
cgMLST V2	STMMW_25721 (glyA)	serine hydroxymethyltransferase
cgMLST V2	STMMW_12291 (ycfX)	Latent glucokinase ycfX
cgMLST V2	STMMW_15241 (yneI)	succinate-semialdehyde dehydrogenase
cgMLST V2	STMMW_27761 (proV)	glycine betaine/L-proline ABC transporter ATP-binding protein
cgMLST V2	STMMW_37181 (radC)	DNA repair protein RadC
cgMLST V2	STMMW_32711 (yhbQ)	GIY-YIG nuclease
cgMLST V2	STMMW_32861 (infB)	translation initiation factor IF-2
cgMLST V2	STMMW_17111 (yciN)	hypothetical protein
cgMLST V2	STMMW_35721 (acpT)	4'-phosphopantetheinyl transferase
cgMLST V2	STMMW_16571 (ydaA)	universal stress protein E
cgMLST V2	STMMW_37981 (hslS)	heat-shock protein IbpB
cgMLST V2	STMMW_33401 (sspB)	stringent starvation protein B
cgMLST V2	STMMW_39871 (yihU)	NADH-dependent gamma-hydroxybutyrate dehydrogenase
cgMLST V2	STMMW_35631 (yhhM)	receptor
cgMLST V2	STMMW_29201 (rumA)	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
cgMLST V2	STMMW_05141 (cyoA)	cytochrome ubiquinol oxidase subunit II
cgMLST V2	STMMW_44891 (dnaC)	DNA replication protein DnaC
cgMLST V2	STMMW_35581 (ftsX)	"ABC transporter, FtsX cell division permease"
cgMLST V2	STMMW_35851 (yhiR)	ribosomal RNA large subunit methyltransferase J
cgMLST V2	STMMW_45051 (yjjU)	"phospholipase, patatin family"
cgMLST V2	STMMW_18241 (manZ)	PTS system mannose-specific transporter subunit IID
cgMLST V2	STMMW_42491 (melA)	alpha-glucosidase/alpha-galactosidase
cgMLST V2	STMMW_14591 (rnfD)	electron transport complex subunit D
cgMLST V2	STMMW_08701	transporter
cgMLST V2	STMMW_08251 (galM)	galactose mutarotase
cgMLST V2	STMMW_34451 (fkpA)	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
cgMLST V2	STMMW_18061 (minC)	septum formation inhibitor
cgMLST V2	STMMW_14621 (rnfA)	electron transport complex subunit A
cgMLST V2	STMMW_02521 (yaeE)	methionine ABC transporter permease
cgMLST V2	STMMW_09251 (mdaA)	oxygen-insensitive NADPH nitroreductase
cgMLST V2	STMMW_23461 (nuoF)	NADH dehydrogenase I subunit F
cgMLST V2	STMMW_07551 (seqA)	"negative modulator of initiation of replication, inhibits open complex formation, mutation in gene alters cell membrane"
cgMLST V2	STMMW_24111 (fadI)	3-ketoacyl-CoA thiolase
cgMLST V2	STMMW_16992	hypothetical protein
cgMLST V2	STMMW_34671 (nirC)	nitrite transporter NirC
cgMLST V2	STMMW_05481 (aefA)	Potassium efflux system KefA protein
cgMLST V2	STMMW_31001 (yghU)	glutathione-dependent disulfide-bond oxidoreductase
cgMLST V2	STMMW_16891 (sapC)	peptide ABC transporter permease
cgMLST V2	STMMW_01071 (araD)	L-ribulose-5-phosphate 4-epimerase UlaF
cgMLST V2	STMMW_15871 (ydcY)	hypothetical protein
cgMLST V2	STMMW_00701 (caiF)	transcriptional regulator
cgMLST V2	STMMW_25531 (pepB)	peptidase B
cgMLST V2	STMMW_01251 (mraZ)	division/cell wall cluster transcriptional repressor MraZ
cgMLST V2	STMMW_30601 (pilT)	"Type II secretion, ATP-binding, protein"
cgMLST V2	STMMW_30351 (ecfA1)	ABC-type cobalt transport system ATP-binding component
cgMLST V2	STMMW_14831 (ydgE)	multidrug transporter
cgMLST V2	STMMW_21431 (wcaE)	colanic acid biosynthesis glycosyltransferase WcaE
cgMLST V2	STMMW_41321 (aceB)	malate synthase A
cgMLST V2	STMMW_21341 (wcaJ)	Colanic acid biosynthsis UDP-glucose lipid carrier transferase WcaJ
cgMLST V2	STMMW_29191 (relA)	GTP pyrophosphokinase
cgMLST V2	STMMW_39001 (rffA)	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarateaminotransferase UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase; UDP-Ara4O aminotransferase
cgMLST V2	STMMW_44151 (argI)	ornithine carbamoyltransferase subunit I
cgMLST V2	STMMW_02631 (dnaQ)	DNA polymerase III subunit epsilon
cgMLST V2	STMMW_06701 (ybdN)	phosphoadenosine phosphosulfate reductase
cgMLST V2	STMMW_27971 (gutD)	sorbitol 6-phosphate dehydrogenase
cgMLST V2	STMMW_17561 (narG)	nitrate reductase subunit alpha
cgMLST V2	STMMW_36351 (yiaD)	putative outer membrane lipoprotein
cgMLST V2	STMMW_28961 (cysC)	adenylyl-sulfate kinase
cgMLST V2	STMMW_38601 (asnCb)	transcriptional regulator
cgMLST V2	STMMW_33651 (yhcS)	LysR family transcriptional regulator
cgMLST V2	STMMW_12881 (yeaK)	conserved hypothetical protein
cgMLST V2	STMMW_14451 (ydhJ)	putative multidrug resistance efflux pump
cgMLST V2	STMMW_14361 (ydhD)	glutaredoxin
cgMLST V2	STMMW_45201 (smp)	"Virulence factor, hemolysin regulator"
cgMLST V2	STMMW_32291 (yqjC)	putative exported protein
cgMLST V2	STMMW_32292 (yqjD)	putative inner membrane protein
cgMLST V2	STMMW_08061 (pal)	peptidoglycan-associated lipoprotein
cgMLST V2	STMMW_27021 (smpB)	SsrA-binding protein
cgMLST V2	STMMW_11211 (yccD)	chaperone-modulator protein CbpM
cgMLST V2	STMMW_07941 (sucB)	dihydrolipoamide succinyltransferase
cgMLST V2	STMMW_23871 (folC)	bifunctional tetrahydrofolate synthase/dihydrofolate synthase
cgMLST V2	STMMW_17901 (ycgR)	flagellar brake protein YcgR
cgMLST V2	STMMW_35441 (ugpE)	sn-glycerol 3-phosphate ABC transporter permease
cgMLST V2	STMMW_04361 (yahO)	Putative Periplasmic Protein
cgMLST V2	STMMW_08391 (hutI)	imidazolonepropionase
cgMLST V2	STMMW_24611 (cysW)	sulfate/thiosulfate transporter permease subunit
cgMLST V2	STMMW_34861 (yrfG)	GMP/IMP nucleotidase
cgMLST V2	STMMW_22471 (yejA)	peptide ABC transporter substrate-binding protein
cgMLST V2	STMMW_25381 (yfgM)	putative inner membrane protein
cgMLST V2	STMMW_23701 (yfcF)	glutathione S-transferase
cgMLST V2	STMMW_24331 (nupC)	nucleoside transporter NupC
cgMLST V2	STMMW_10101 (ompF)	porin
cgMLST V2	STMMW_09621	Isochorismatase hydrolase
cgMLST V2	STMMW_08931 (ybiV(1))	sugar phosphatase SupH
cgMLST V2	STMMW_04941 (xseB)	exodeoxyribonuclease VII small subunit
cgMLST V2	STMMW_34241 (rpsQ)	30S ribosomal protein S17
cgMLST V2	STMMW_34242 (rpmC)	50S ribosomal protein L29
cgMLST V2	STMMW_05541 (dnaX)	DNA polymerase III subunit gamma/tau
cgMLST V2	STMMW_26611 (nadB)	L-aspartate oxidase
cgMLST V2	STMMW_01621	putative secreted protein
cgMLST V2	STMMW_00131	LysR family transcriptional regulator
cgMLST V2	STMMW_06931 (pagP)	phospholipid:lipid A palmitoyltransferase
cgMLST V2	STMMW_13101 (argDa)	succinylornithine aminotransferase
cgMLST V2	STMMW_14332 (ynhF)	transporter
cgMLST V2	STMMW_13451 (pheT)	phenylalanine--tRNA ligase subunit beta
cgMLST V2	STMMW_28101 (hycF)	formate hydrogenlyase complex iron-sulfur subunit
cgMLST V2	STMMW_42911 (frdA)	fumarate reductase
cgMLST V2	STMMW_31211 (metC)	cystathionine beta-lyase
cgMLST V2	STMMW_10811 (lonH)	ATP-dependent protease La
cgMLST V2	STMMW_30161 (visC)	FAD-dependent 2-octaprenylphenol hydroxylase
cgMLST V2	STMMW_40511 (glpK)	glycerol kinase
cgMLST V2	STMMW_27561 (csiD)	carbon starvation induced protein
cgMLST V2	STMMW_28571 (invB)	type III secretion system chaperone SpaK
cgMLST V2	STMMW_25701 (csiE)	stationary phase inducible protein CsiE
cgMLST V2	STMMW_12271 (lolD)	"peptide ABC transporter ATP-binding protein, partial"
cgMLST V2	STMMW_15261 (yneG)	DUF4186 domain-containing protein
cgMLST V2	STMMW_41171 (thiC)	phosphomethylpyrimidine synthase ThiC
cgMLST V2	STMMW_17681 (prfA)	peptide chain release factor 1
cgMLST V2	STMMW_36831 (yibK)	tRNA (cytosine(34)-2'-O)-methyltransferase TrmL
cgMLST V2	STMMW_32841 (truB)	tRNA pseudouridine(55) synthase TruB
cgMLST V2	STMMW_17171 (trpH)	S-adenosylmethionine tRNA ribosyltransferase
cgMLST V2	STMMW_19241 (pgsA)	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
cgMLST V2	STMMW_39811 (yihO)	GPH family transporter
cgMLST V2	STMMW_33461 (yhcB)	cytochrome d ubiquinol oxidase subunit III
