Scheme name	Locus tag	Description
cgMLST V1	b2414 (cysK)	"cysteine synthase A, O-acetylserine sulfhydrolase A subunit "
cgMLST V1	b2415 (ptsH)	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)
cgMLST V1	b2412 (zipA)	FtsZ stabilizer
cgMLST V1	b2413 (cysZ)	EI24 family inner membrane protein; putative sulfate transporter
cgMLST V1	b2410 (yfeH)	putative inorganic ion transporter
cgMLST V1	b2411 (ligA)	"DNA ligase, NAD(+)-dependent "
cgMLST V1	b1992 (cobS)	cobalamin synthase
cgMLST V1	b0423 (thiI)	tRNA s(4)U8 sulfurtransferase
cgMLST V1	b1334 (fnr)	oxygen-sensing anaerobic growth regulon transcriptional regulator; autorepressor
cgMLST V1	b1335 (ogt)	O-6-alkylguanine-DNA:cysteine-protein methyltransferase
cgMLST V1	b1332 (ynaJ)	DUF2534 family putative inner membrane protein
cgMLST V1	b1333 (uspE)	stress-induced protein
cgMLST V1	b3160 (yhbW)	putative luciferase-like monooxygenase
cgMLST V1	NCTC12129_03460 (csdA)	cysteine sulfinate desulfinase
cgMLST V1	b3406 (greB)	transcript cleavage factor
cgMLST V1	b3407 (yhgF)	putative transcriptional accessory protein
cgMLST V1	b3404 (envZ)	sensory histidine kinase in two-component regulatory system with OmpR
cgMLST V1	b3405 (ompR)	response regulator in two-component regulatory system with EnvZ
cgMLST V1	b3402 (yhgE)	DUF4153 family putative inner membrane protein
cgMLST V1	b3403 (pck)	phosphoenolpyruvate carboxykinase
cgMLST V1	b3400 (hslR)	ribosome-associated heat shock protein Hsp15
cgMLST V1	b3401 (hslO)	heat shock protein Hsp33
cgMLST V1	b3408 (feoA)	"ferrous iron transporter, protein A"
cgMLST V1	b3409 (feoB)	"fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein"
cgMLST V1	b0809 (glnQ)	glutamine transporter subunit
cgMLST V1	b0808 (ybiO)	"mechanosensitive channel protein, intermediate conductance"
cgMLST V1	b0806 (mcbA)	colanic acid mucoidy stimulation protein
cgMLST V1	b0803 (ybiI)	DksA-type zinc finger protein
cgMLST V1	b0802 (ybiJ)	DUF1471 family putative periplasmic protein
cgMLST V1	b0801 (ybiC)	putative dehydrogenase
cgMLST V1	b0094 (ftsA)	ATP-binding cell division protein involved in recruitment of FtsK to Z ring
cgMLST V1	b0379 (yaiY)	DUF2755 family inner membrane protein
cgMLST V1	b0378 (yaiW)	putative lipoprotein
cgMLST V1	b0375 (yaiV)	putative transcriptional regulator
cgMLST V1	b0377 (sbmA)	microcin B17 transporter
cgMLST V1	b0376 (ampH)	D-alanyl-D-alanine-carboxypeptidase/endopeptidase; penicillin-binding protein; weak beta-lactamase
cgMLST V1	b2331 (smrB)	putative DNA endonuclease
cgMLST V1	b2330 (prmB)	N5-glutamine methyltransferase
cgMLST V1	b2593 (yfiH)	UPF0124 family protein
cgMLST V1	b2592 (clpB)	protein disaggregation chaperone
cgMLST V1	b2597 (raiA)	cold shock protein associated with 30S ribosomal subunit
cgMLST V1	b2595 (bamD)	BamABCDE complex OM biogenesis lipoprotein
cgMLST V1	b2594 (rluD)	"23S rRNA pseudouridine(1911,1915,1917) synthase "
cgMLST V1	b2599 (pheA)	"chorismate mutase and prephenate dehydratase, P-protein "
cgMLST V1	b2598 (pheL)	pheA gene leader peptide
cgMLST V1	b1817 (manX)	fused mannose-specific PTS enzymes: IIA component/IIB component
cgMLST V1	b1816 (yoaE)	putative membrane protein/conserved protein
cgMLST V1	b1815 (yoaD)	"putative membrane-anchored cyclic-di-GMP phosphodiesterase, regulator of cellulose production"
cgMLST V1	b1813 (nudL)	"putative CoA pyrophosphohydrolase, weak 3-phosphohydroxypyruvate phosphatase"
cgMLST V1	b1812 (pabB)	"aminodeoxychorismate synthase, subunit I "
cgMLST V1	b1811 (yoaH)	UPF0181 family protein
cgMLST V1	b1810 (yoaC)	DUF1889 family protein
cgMLST V1	b1819 (manZ)	mannose-specific enzyme IID component of PTS
cgMLST V1	b1818 (manY)	mannose-specific enzyme IIC component of PTS
cgMLST V1	b0005 (yaaX)	DUF2502 family putative periplasmic protein
cgMLST V1	b1742 (ves)	cold- and stress-inducible protein
cgMLST V1	b1740 (nadE)	"NAD synthetase, NH3/glutamine-dependent "
cgMLST V1	b1747 (astA)	arginine succinyltransferase
cgMLST V1	b1746 (astD)	succinylglutamic semialdehyde dehydrogenase
cgMLST V1	b1745 (astB)	succinylarginine dihydrolase
cgMLST V1	b1744 (astE)	succinylglutamate desuccinylase
cgMLST V1	b1749 (xthA)	exonuclease III
cgMLST V1	b1748 (astC)	"succinylornithine transaminase, PLP-dependent "
cgMLST V1	b3299 (rpmJ)	50S ribosomal subunit protein L36
cgMLST V1	b3298 (rpsM)	30S ribosomal subunit protein S13
cgMLST V1	b3297 (rpsK)	30S ribosomal subunit protein S11
cgMLST V1	b3296 (rpsD)	30S ribosomal subunit protein S4
cgMLST V1	b3295 (rpoA)	"RNA polymerase, alpha subunit "
cgMLST V1	b3294 (rplQ)	50S ribosomal subunit protein L17
cgMLST V1	b3290 (trkA)	NAD-binding component of TrK potassium transporter
cgMLST V1	b3871 (typA)	GTP-binding protein
cgMLST V1	b3870 (glnA)	glutamine synthetase
cgMLST V1	b0914 (msbA)	fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component
cgMLST V1	b0469 (apt)	adenine phosphoribosyltransferase
cgMLST V1	b0468 (ybaN)	DUF454 family inner membrane protein
cgMLST V1	b0462 (acrB)	multidrug efflux system protein
cgMLST V1	b0465 (mscK)	"mechanosensitive channel protein, intermediate conductance, K+ regulated"
cgMLST V1	b0464 (acrR)	transcriptional repressor
cgMLST V1	b0467 (priC)	primosomal replication protein N''
cgMLST V1	b2283 (nuoG)	"NADH:ubiquinone oxidoreductase, chain G "
cgMLST V1	b2282 (nuoH)	"NADH:ubiquinone oxidoreductase, membrane subunit H"
cgMLST V1	b2281 (nuoI)	"NADH:ubiquinone oxidoreductase, chain I "
cgMLST V1	b2280 (nuoJ)	"NADH:ubiquinone oxidoreductase, membrane subunit J"
cgMLST V1	b2287 (nuoB)	"NADH:ubiquinone oxidoreductase, chain B "
cgMLST V1	b2286 (nuoC)	"NADH:ubiquinone oxidoreductase, fused CD subunit "
cgMLST V1	b2285 (nuoE)	"NADH:ubiquinone oxidoreductase, chain E "
cgMLST V1	b2284 (nuoF)	"NADH:ubiquinone oxidoreductase, chain F "
cgMLST V1	b2289 (lrhA)	"transcriptional repressor of flagellar, motility and chemotaxis genes"
cgMLST V1	b2288 (nuoA)	"NADH:ubiquinone oxidoreductase, membrane subunit A"
cgMLST V1	b3486 (rbbA)	ribosome-associated ATPase: ATP-binding protein/ATP-binding membrane protein
cgMLST V1	b3487 (yhiI)	putative membrane fusion protein (MFP) of efflux pump
cgMLST V1	b3485 (yhhJ)	inner membrane putative ABC transporter permease
cgMLST V1	b3480 (nikE)	nickel transporter subunit
cgMLST V1	b3481 (nikR)	"transcriptional repressor, Ni-binding"
cgMLST V1	b2751 (cysN)	"sulfate adenylyltransferase, subunit 1 "
cgMLST V1	b2750 (cysC)	adenosine 5'-phosphosulfate kinase
cgMLST V1	b2753 (iap)	aminopeptidase in alkaline phosphatase isozyme conversion
cgMLST V1	b2752 (cysD)	"sulfate adenylyltransferase, subunit 2 "
cgMLST V1	b1130 (phoP)	response regulator in two-component regulatory system with PhoQ
cgMLST V1	b1131 (purB)	adenylosuccinate lyase
cgMLST V1	b1132 (hflD)	putative lysogenization regulator
cgMLST V1	b1133 (mnmA)	"tRNA(Gln,Lys,Glu) U34 2-thiouridylase, first step in mnm(5)-s(2)U34-tRNA synthesis "
cgMLST V1	b1134 (nudJ)	bifunctional thiamine pyrimidine pyrophosphate hydrolase/thiamine pyrophosphate hydrolase
cgMLST V1	b1135 (rluE)	23S rRNA pseudouridine(2457) synthase
cgMLST V1	b1136 (icd)	"e14 prophage; isocitrate dehydrogenase, specific for NADP+ "
cgMLST V1	b4568 (ytjA)	uncharacterized protein
cgMLST V1	b0662 (ubiF)	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase "
cgMLST V1	b0661 (miaB)	tRNA-i(6)A37 methylthiotransferase
cgMLST V1	b0660 (ybeZ)	PhoH-like heat shock protein
cgMLST V1	b4567 (yjjZ)	uncharacterized protein
cgMLST V1	b3229 (sspA)	"stringent starvation protein A, phage P1 late gene activator, RNAP-associated acid-resistance protein, inactive glutathione S-transferase homolog"
cgMLST V1	b3226 (nanR)	"transcriptional repressor of the nan operon, induced by sialic acid"
cgMLST V1	b3648 (gmk)	guanylate kinase
cgMLST V1	b3649 (rpoZ)	"RNA polymerase, omega subunit "
cgMLST V1	b3640 (dut)	deoxyuridinetriphosphatase
cgMLST V1	b3641 (slmA)	"nucleoid occlusion factor, anti-FtsZ division inhibitor"
cgMLST V1	b3642 (pyrE)	orotate phosphoribosyltransferase
cgMLST V1	b3644 (yicC)	UPF0701 family protein
cgMLST V1	b3646 (yicG)	UPF0126 family inner membrane protein
cgMLST V1	b3647 (ligB)	"DNA ligase, NAD(+)-dependent"
cgMLST V1	b2518 (ndk)	multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase
cgMLST V1	b2511 (der)	GTPase; multicopy suppressor of ftsJ
cgMLST V1	b2517 (rlmN)	"dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent"
cgMLST V1	b2516 (rodZ)	MreB assembly cytoskeletal protein
cgMLST V1	b2514 (hisS)	histidyl tRNA synthetase
cgMLST V1	b1897 (otsB)	"trehalose-6-phosphate phosphatase, biosynthetic "
cgMLST V1	b1273 (yciN)	DUF2498 protein YciN
cgMLST V1	b1272 (sohB)	"inner membrane protein, S49 peptidase family protein"
cgMLST V1	b1271 (yciK)	putative EmrKY-TolC system oxoacyl-(acyl carrier protein) reductase
cgMLST V1	b1270 (btuR)	"cob(I)yrinic acid a,c-diamide adenosyltransferase "
cgMLST V1	b1277 (ribA)	GTP cyclohydrolase II
cgMLST V1	b1276 (acnA)	aconitate hydratase 1
cgMLST V1	b1275 (cysB)	N-acetylserine-responsive cysteine regulon transcriptional activator; autorepressor
cgMLST V1	b1274 (topA)	"DNA topoisomerase I, omega subunit "
cgMLST V1	b1279 (yciS)	"DUF1049 family inner membrane protein, function unknown"
cgMLST V1	b1278 (pgpB)	phosphatidylglycerophosphatase B
cgMLST V1	b4003 (zraS)	sensory histidine kinase in two-component regulatory system with ZraR
cgMLST V1	b4002 (zraP)	Zn-dependent periplasmic chaperone
cgMLST V1	b4001 (yjaH)	DUF1481 family putative lipoprotein
cgMLST V1	b4000 (hupA)	"HU, DNA-binding transcriptional regulator, alpha subunit"
cgMLST V1	b4006 (purH)	fused IMP cyclohydrolase/phosphoribosylaminoimidazolecarboxamide formyltransferase
cgMLST V1	b4005 (purD)	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase
cgMLST V1	b4004 (zraR)	fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein
cgMLST V1	b3363 (ppiA)	peptidyl-prolyl cis-trans isomerase A (rotamase A)
cgMLST V1	b3362 (yhfG)	putative Fic-binding protein
cgMLST V1	b3361 (fic)	stationary-phase adenosine monophosphate-protein transferase domain protein
cgMLST V1	b3360 (pabA)	"aminodeoxychorismate synthase, subunit II "
cgMLST V1	b3367 (nirC)	nitrite transporter
cgMLST V1	b3366 (nirD)	"nitrite reductase, NAD(P)H-binding, small subunit "
cgMLST V1	b3365 (nirB)	"nitrite reductase, large subunit, NAD(P)H-binding "
cgMLST V1	b3364 (tsgA)	putative transporter
cgMLST V1	b3369 (yhfL)	small lipoprotein
cgMLST V1	b3368 (cysG)	"fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase "
cgMLST V1	b1344 (ttcA)	tRNA 2-thiocytidine biosynthesis protein
cgMLST V1	b1079 (flgH)	flagellar protein of basal-body outer-membrane L ring
cgMLST V1	b1078 (flgG)	flagellar component of cell-distal portion of basal-body rod
cgMLST V1	b1075 (flgD)	flagellar hook assembly protein
cgMLST V1	b1074 (flgC)	flagellar component of cell-proximal portion of basal-body rod
cgMLST V1	b1073 (flgB)	flagellar component of cell-proximal portion of basal-body rod
cgMLST V1	b4244 (pyrI)	"aspartate carbamoyltransferase, regulatory subunit"
cgMLST V1	b4246 (pyrL)	pyrBI operon leader peptide
cgMLST V1	b4241 (treR)	trehalose 6-phosphate-inducible trehalose regulon transcriptional repressor
cgMLST V1	b4240 (treB)	fused trehalose(maltose)-specific PTS enzyme: IIB component/IIC component
cgMLST V1	b0039 (caiA)	"crotonobetaine reductase subunit II, FAD-binding "
cgMLST V1	b0032 (carA)	"carbamoyl phosphate synthetase small subunit, glutamine amidotransferase "
cgMLST V1	b0033 (carB)	carbamoyl-phosphate synthase large subunit
cgMLST V1	b0030 (rihC)	ribonucleoside hydrolase 3
cgMLST V1	b0031 (dapB)	dihydrodipicolinate reductase
cgMLST V1	b0036 (caiD)	carnitinyl-CoA dehydratase
cgMLST V1	b0037 (caiC)	putative crotonobetaine/carnitine-CoA ligase
cgMLST V1	b0034 (caiF)	cai operon transcriptional activator
cgMLST V1	b0035 (caiE)	stimulator of CaiD and CaiB enzyme activities
cgMLST V1	b3565 (xylA)	D-xylose isomerase
cgMLST V1	b3561 (wecH)	O-acetyltransferase for enterobacterial common antigen
cgMLST V1	b3563 (yiaB)	YiaAB family inner membrane protein
cgMLST V1	b1477 (yddM)	putative DNA-binding transcriptional regulator
cgMLST V1	b0951 (pqiB)	"paraquat-inducible, SoxRS-regulated MCE domain protein"
cgMLST V1	b0950 (pqiA)	"paraquat-inducible, SoxRS-regulated inner membrane protein"
cgMLST V1	b0953 (rmf)	ribosome modulation factor
cgMLST V1	b0952 (pqiC)	DUF330 family putative lipoprotein
cgMLST V1	b0955 (ycbZ)	putative peptidase
cgMLST V1	b0954 (fabA)	beta-hydroxydecanoyl thioester dehydrase
cgMLST V1	b0957 (ompA)	outer membrane protein A (3a;II*;G;d)
cgMLST V1	b0956 (matP)	Ter macrodomain organizer matS-binding protein
cgMLST V1	b1598 (ydgD)	putative peptidase
cgMLST V1	b1594 (mlc)	glucosamine anaerobic growth regulon transcriptional repressor; autorepressor
cgMLST V1	b1595 (ynfL)	LysR family putative transcriptional regulator
cgMLST V1	b4050 (pspG)	phage shock protein G
cgMLST V1	b4052 (dnaB)	replicative DNA helicase
cgMLST V1	b4053 (alr)	"alanine racemase, biosynthetic, PLP-binding "
cgMLST V1	b4054 (tyrB)	"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent "
cgMLST V1	b4057 (yjbR)	DUF419 family protein
cgMLST V1	b2945 (endA)	DNA-specific endonuclease I
cgMLST V1	b2946 (rsmE)	"16S rRNA m(3)U1498 methyltransferase, SAM-dependent"
cgMLST V1	b2947 (gshB)	glutathione synthetase
cgMLST V1	b2940 (yqgC)	uncharacterized protein
cgMLST V1	b2942 (metK)	S-adenosylmethionine synthetase
cgMLST V1	b2943 (galP)	D-galactose transporter
cgMLST V1	b2948 (yqgE)	uncharacterized protein
cgMLST V1	b2949 (yqgF)	putative Holliday junction resolvase
cgMLST V1	b4455 (hokA)	"toxic polypeptide, small"
cgMLST V1	b0209 (yafD)	endo/exonuclease/phosphatase family protein
cgMLST V1	b3158 (yhbU)	U32 peptidase family protein
cgMLST V1	b3159 (yhbV)	U32 peptidase family protein
cgMLST V1	b3150 (yraP)	outer membrane lipoprotein
cgMLST V1	b3151 (yraQ)	putative inner membrane permease
cgMLST V1	b3155 (yhbQ)	GIY-YIG nuclease superfamily protein
cgMLST V1	b3156 (yhbS)	putative acyl-CoA transferase
cgMLST V1	b2209 (eco)	"ecotin, a serine protease inhibitor"
cgMLST V1	b2208 (napF)	"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA"
cgMLST V1	b2203 (napB)	"nitrate reductase, small, cytochrome C550 subunit, periplasmic"
cgMLST V1	b2202 (napC)	"quinol dehydrogenase, electron source for NapAB"
cgMLST V1	b2201 (ccmA)	heme exporter subunit
cgMLST V1	b2200 (ccmB)	heme exporter subunit
cgMLST V1	b2207 (napD)	assembly protein for periplasmic nitrate reductase
cgMLST V1	b2206 (napA)	"nitrate reductase, periplasmic, large subunit "
cgMLST V1	b2205 (napG)	ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB)
cgMLST V1	b2204 (napH)	ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB)
cgMLST V1	b1961 (dcm)	DNA cytosine methyltransferase
cgMLST V1	b1969 (yedW)	response regulator family protein
cgMLST V1	b3962 (sthA)	"pyridine nucleotide transhydrogenase, soluble "
cgMLST V1	b2935 (tktA)	"transketolase 1, thiamine triphosphate-binding "
cgMLST V1	b1640 (anmK)	anhydro-N-acetylmuramic acid kinase
cgMLST V1	b4082 (mdtN)	membrane fusion protein of efflux pump
cgMLST V1	b4081 (mdtO)	"membrane translocase (MDR) of MdtNOP efflux pump, PET family"
cgMLST V1	b0114 (aceE)	"pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding "
cgMLST V1	b3059 (plsY)	putative glycerol-3-phosphate acyltransferase
cgMLST V1	b3058 (folB)	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase
cgMLST V1	b3055 (ygiM)	SH3 domain protein
cgMLST V1	b3054 (ygiF)	inorganic triphosphatase
cgMLST V1	b3057 (bacA)	undecaprenyl pyrophosphate phosphatase
cgMLST V1	b3056 (cca)	fused tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase
cgMLST V1	b3053 (glnE)	fused deadenylyltransferase/adenylyltransferase for glutamine synthetase
cgMLST V1	b3052 (hldE)	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
cgMLST V1	b2016 (yeeZ)	putative epimerase
cgMLST V1	b2014 (plaP)	"putrescine importer, low affinity"
cgMLST V1	b1099 (holB)	"DNA polymerase III, delta prime subunit "
cgMLST V1	b0740 (tolB)	periplasmic protein
cgMLST V1	b0741 (pal)	peptidoglycan-associated outer membrane lipoprotein
cgMLST V1	b0742 (ybgF)	periplasmic TolA-binding protein
cgMLST V1	b4168 (tsaE)	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; ADP binding protein
cgMLST V1	b4169 (amiB)	N-acetylmuramoyl-l-alanine amidase II
cgMLST V1	b4166 (queG)	"epoxyqueuosine reductase, cobalamine-stimulated; queosine biosynthesis"
cgMLST V1	b4167 (nnr)	bifunctional NAD(P)H-hydrate repair enzyme; C-terminal domain ADP-dependent (S)-NAD(P)H-hydrate dehydratase and N-terminal domain NAD(P)H-hydrate epimerase
cgMLST V1	b4160 (psd)	phosphatidylserine decarboxylase
cgMLST V1	b4161 (rsgA)	ribosome small subunit-dependent GTPase A
cgMLST V1	b4162 (orn)	oligoribonuclease
cgMLST V1	b3248 (yhdE)	Maf-like protein
cgMLST V1	b3249 (mreD)	cell wall structural complex MreBCD transmembrane component MreD
cgMLST V1	b3244 (tldD)	putative peptidase
cgMLST V1	b3247 (rng)	ribonuclease G
cgMLST V1	b3240 (aaeB)	p-hydroxybenzoic acid efflux system component
cgMLST V1	b3241 (aaeA)	p-hydroxybenzoic acid efflux system component
cgMLST V1	b3242 (aaeX)	DUF1656 family putative inner membrane efflux pump associated protein
cgMLST V1	b3243 (aaeR)	transcriptional regulator for aaeXAB operon
cgMLST V1	b3752 (rbsK)	ribokinase
cgMLST V1	b3753 (rbsR)	transcriptional repressor of ribose metabolism
cgMLST V1	b0461 (tomB)	Hha toxicity attenuator; conjugation-related protein
cgMLST V1	b0460 (hha)	"modulator of gene expression, with H-NS"
cgMLST V1	b0463 (acrA)	multidrug efflux system
cgMLST V1	b1983 (yeeN)	UPF0082 family protein
cgMLST V1	b4366 (bglJ)	bgl operon transcriptional activator
cgMLST V1	b4367 (fhuF)	ferric iron reductase involved in ferric hydroximate transport
cgMLST V1	b4364 (yjjP)	DUF1212 family inner membrane protein
cgMLST V1	b4362 (dnaT)	DNA biosynthesis protein (primosomal protein I)
cgMLST V1	b4363 (yjjB)	DUF3815 family inner membrane protein
cgMLST V1	b4360 (yjjA)	putative DUF2501 family periplasmic protein
cgMLST V1	b4361 (dnaC)	DNA biosynthesis protein
cgMLST V1	b1624 (ydgJ)	putative oxidoreductase
cgMLST V1	b1625 (cnu)	nucleoid-associated oriC-binding protein; H-NS and StpA stabilizing factor
cgMLST V1	b1626 (ydgK)	DUF2569 family inner membrane protein
cgMLST V1	b1627 (rsxA)	SoxR iron-sulfur cluster reduction factor component; inner membrane protein of electron transport complex
cgMLST V1	b1620 (malI)	transcriptional repressor of Mal regulon
cgMLST V1	b1621 (malX)	"fused maltose and glucose-specific PTS enzymes: IIB component, IIC component "
cgMLST V1	b1622 (malY)	"bifunctional beta-cystathionase, PLP-dependent/regulator of maltose regulon "
cgMLST V1	b1623 (add)	adenosine deaminase
cgMLST V1	b1628 (rsxB)	SoxR iron-sulfur cluster reduction factor component; putative iron-sulfur protein
cgMLST V1	b3734 (atpA)	"F1 sector of membrane-bound ATP synthase, alpha subunit "
cgMLST V1	b3735 (atpH)	"F1 sector of membrane-bound ATP synthase, delta subunit "
cgMLST V1	b3736 (atpF)	"F0 sector of membrane-bound ATP synthase, subunit b "
cgMLST V1	b3737 (atpE)	"F0 sector of membrane-bound ATP synthase, subunit c "
cgMLST V1	b3730 (glmU)	fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase
cgMLST V1	b3731 (atpC)	"F1 sector of membrane-bound ATP synthase, epsilon subunit "
cgMLST V1	b3732 (atpD)	"F1 sector of membrane-bound ATP synthase, beta subunit "
cgMLST V1	b3738 (atpB)	"F0 sector of membrane-bound ATP synthase, subunit a "
cgMLST V1	b3739 (atpI)	"ATP synthase, membrane-bound accessory factor "
cgMLST V1	b3263 (yhdU)	putative membrane protein
cgMLST V1	b0076 (leuO)	global transcription factor
cgMLST V1	C_RS24035 (fdoG)	formate dehydrogenase major subunit
cgMLST V1	NCTC12130_00627 (-)	membrane protein
cgMLST V1	b0779 (uvrB)	"excinulease of nucleotide excision repair, DNA damage recognition component"
cgMLST V1	b0778 (bioD)	dethiobiotin synthetase
cgMLST V1	b4218 (ytfL)	UPF0053 family inner membrane protein
cgMLST V1	b0776 (bioF)	8-amino-7-oxononanoate synthase
cgMLST V1	b1189 (dadA)	D-amino acid dehydrogenase
cgMLST V1	b1188 (ycgB)	SpoVR family stationary phase protein
cgMLST V1	b1181 (ycgN)	UPF0153 family cysteine cluster protein
cgMLST V1	b1180 (ycgM)	putative isomerase/hydrolase
cgMLST V1	b1187 (fadR)	fatty acid metabolism regulon transcriptional regulator
cgMLST V1	b1186 (nhaB)	sodium:proton antiporter
cgMLST V1	b0854 (potF)	putrescine transporter subunit: periplasmic-binding component of ABC superfamily
cgMLST V1	b0855 (potG)	putrescine transporter subunit: ATP-binding component of ABC superfamily
cgMLST V1	b0857 (potI)	putrescine transporter subunit: membrane component of ABC superfamily
cgMLST V1	b0850 (ybjC)	DUF1418 family protein
cgMLST V1	b0852 (rimK)	ribosomal protein S6 modification protein
cgMLST V1	b0853 (ybjN)	negative regulator of motility; multicopy suppressor of coaA(Ts)
cgMLST V1	b0858 (ybjO)	DUF2593 family inner membrane protein
cgMLST V1	b0859 (rlmC)	"23S rRNA m(5)U747 methyltransferase, SAM-dependent "
cgMLST V1	b0580 (ybdJ)	DUF1158 family putative inner membrane protein
cgMLST V1	b4663 (azuC)	acid-inducible small membrane-associated protein
cgMLST V1	b4669 (ilvX)	uncharacterized protein
cgMLST V1	b3945 (gldA)	"glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase "
cgMLST V1	b3944 (yijF)	DUF1287 family protein
cgMLST V1	b3943 (yijE)	EamA-like transporter family protein
cgMLST V1	b3942 (katG)	"catalase-peroxidase HPI, heme b-containing "
cgMLST V1	b3941 (metF)	"5,10-methylenetetrahydrofolate reductase "
cgMLST V1	b3940 (metL)	Bifunctional aspartokinase/homoserine dehydrogenase 2
cgMLST V1	b3949 (frwC)	putative enzyme IIC component of PTS
cgMLST V1	b2097 (fbaB)	fructose-bisphosphate aldolase class I
cgMLST V1	b2099 (yegU)	ADP-ribosylglycohydrolase family protein
cgMLST V1	b1848 (yebG)	DNA damage-inducible protein regulated by LexA
cgMLST V1	b1849 (purT)	phosphoribosylglycinamide formyltransferase 2
cgMLST V1	b1844 (exoX)	exodeoxyribonuclease 10; DNA exonuclease X
cgMLST V1	b1845 (ptrB)	protease II
cgMLST V1	b1846 (yebE)	DUF533 family inner membrane protein
cgMLST V1	b1847 (yebF)	extracellular Colicin M immunity family protein
cgMLST V1	b1840 (yebZ)	inner membrane protein
cgMLST V1	b1841 (yobA)	CopC family protein
cgMLST V1	b1842 (holE)	"DNA polymerase III, theta subunit "
cgMLST V1	b1843 (yobB)	C-N hydrolase family protein
cgMLST V1	b2113 (mrp)	antiporter inner membrane protein
cgMLST V1	b0179 (lpxD)	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase
cgMLST V1	b0178 (skp)	periplasmic chaperone
cgMLST V1	b0177 (bamA)	BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor
cgMLST V1	b0176 (rseP)	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease "
cgMLST V1	b0175 (cdsA)	CDP-diglyceride synthase
cgMLST V1	b0174 (ispU)	undecaprenyl pyrophosphate synthase
cgMLST V1	b0173 (dxr)	1-deoxy-D-xylulose 5-phosphate reductoisomerase
cgMLST V1	b0172 (frr)	ribosome recycling factor
cgMLST V1	b0171 (pyrH)	uridylate kinase
cgMLST V1	b0170 (tsf)	translation elongation factor EF-Ts
cgMLST V1	b3835 (ubiB)	"regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase"
cgMLST V1	b3834 (ubiJ)	"aerobic ubiquinone synthesis protein, SCP2 family protein"
cgMLST V1	b2468 (aegA)	"putative oxidoreductase, FeS binding subunit/NAD/FAD-binding subunit"
cgMLST V1	b2467 (nudK)	GDP-mannose pyrophosphatase
cgMLST V1	b2466 (ypfG)	DUF1176 family protein
cgMLST V1	b2464 (talA)	transaldolase A
cgMLST V1	b2463 (maeB)	malic enzyme: putative oxidoreductase/putative phosphotransacetylase
cgMLST V1	b2462 (eutS)	putative ethanol utilization carboxysome structural protein
cgMLST V1	b2461 (eutP)	putative P-loop NTPase ethanolamine utilization protein
cgMLST V1	b1343 (dbpA)	"ATP-dependent RNA helicase, specific for 23S rRNA"
cgMLST V1	b1340 (smrA)	DNA endonuclease
cgMLST V1	b0436 (tig)	peptidyl-prolyl cis/trans isomerase (trigger factor)
cgMLST V1	b0437 (clpP)	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases
cgMLST V1	b0434 (yajG)	putative lipoprotein
cgMLST V1	b0435 (bolA)	"stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC"
cgMLST V1	b0433 (ampG)	muropeptide transporter
cgMLST V1	b0430 (cyoC)	cytochrome o ubiquinol oxidase subunit III
cgMLST V1	b0431 (cyoB)	cytochrome o ubiquinol oxidase subunit I
cgMLST V1	b0438 (clpX)	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease
cgMLST V1	b0439 (lon)	DNA-binding ATP-dependent protease La
cgMLST V1	b3477 (nikB)	nickel transporter subunit
